John Wanton,0.00847457627118644,0.0,0.00847457627118644
Grace Chamber,0.00847457627118644,0.0,0.00847457627118644
Mary Prince,0.01694915254237288,0.0,0.2124529190207156
John Bartram,0.01694915254237288,0.0,0.19763062234485174
Edward Haistwell,0.00847457627118644,0.0,0.2557961566804603
John ap John,0.00847457627118644,0.0,0.200742915610125
John Rous,0.00847457627118644,0.0,0.00847457627118644
Anthony Pearson,0.0423728813559322,0.015228023702599968,0.2683615819209039
Solomon Eccles,0.01694915254237288,0.0,0.2242904716934241
John Burnyeat,0.03389830508474576,0.028974117533439564,0.2664914663674482
Edward Burrough,0.07627118644067797,0.015338670858010266,0.29759941963991293
Rebecca Travers,0.03389830508474576,0.018094272331560468,0.29759941963991293
William Edmundson,0.01694915254237288,0.002773121417189214,0.20783437730287396
Sarah Cheevers,0.00847457627118644,0.0,0.00847457627118644
Edward Pyott,0.01694915254237288,0.0,0.2089700842826711
Daniel Quare,0.01694915254237288,0.013617267854555989,0.2483215936605767
John Penington,0.00847457627118644,0.0,0.20783437730287396
Mary Penington,0.03389830508474576,0.02420824624214454,0.27913522207101327
Charles Marshall,0.025423728813559324,0.001404496319750557,0.21790042976483656
Humphrey Woolrich,0.00847457627118644,0.0,0.00847457627118644
William Penn,0.15254237288135594,0.23999456006192205,0.3730880529144274
Mary Pennyman,0.00847457627118644,0.0,0.00847457627118644
Dorothy Waugh,0.00847457627118644,0.0,0.00847457627118644
David Lloyd,0.01694915254237288,0.0,0.25838868529546494
Lewis Morris,0.00847457627118644,0.0,0.169585478597467
Martha Simmonds,0.025423728813559324,0.0003500893331401806,0.24127145377746886
John Story,0.05084745762711865,0.028990098622866983,0.2721816756137282
Thomas Story,0.00847457627118644,0.0,0.2557961566804603
Thomas Ellwood,0.06779661016949153,0.046190623885104545,0.30230454880418034
William Simpson,0.00847457627118644,0.0,0.19313901729155966
Samuel Bownas,0.00847457627118644,0.0,0.15900842172028612
John Perrot,0.059322033898305086,0.02829566854990583,0.28645337396051546
Hannah Stranger,0.01694915254237288,0.0,0.23605879891190626
